C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_22_270.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_22_270.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_22_270.jpg, 0, 0, 0, 8.070409E-05
C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_22_403.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_22_403.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_22_403.jpg, 0, 0, 0, 8.132946E-05
C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_22_513.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_22_513.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_22_513.jpg, 0, 0, 0, 7.945559E-05
C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_22_630.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_22_630.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_22_630.jpg, 0, 0, 0, 7.952472E-05
C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_22_746.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_22_746.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_22_746.jpg, 0, 0, 0, 8.114086E-05
C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_22_858.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_22_858.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_22_858.jpg, 0, 0, 0, 7.729777E-05
C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_22_969.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_22_969.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_22_969.jpg, 0, 0, 0, 7.933339E-05
C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_23_071.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_23_071.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_23_071.jpg, 0, 0, 0, 7.883469E-05
C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_23_173.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_23_173.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_23_173.jpg, 0, 0, 0, 8.19667E-05
C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\center_2023_05_25_19_00_23_282.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\left_2023_05_25_19_00_23_282.jpg, C:\Users\rescudero\OneDrive - MediaRecoveryInc\Documents\Maestria\Navegacion Autonoma\Proyecto\Informacion Simulador\IMG\right_2023_05_25_19_00_23_282.jpg, 0, 0, 0, 7.952057E-05
